image_id,tumor,image_path,annotation_path,mask_path,width,height,num_shapes,polygon_count,rectangle_count,used_rectangle_fallback,mask_area_pixels
IMG000017.jpeg,1,data\raw\images\IMG000017.jpeg,data\raw\Annotations\IMG000017.json,data\processed\masks\IMG000017.png,2039,3056,2,1,1,False,287904
IMG000018.jpeg,1,data\raw\images\IMG000018.jpeg,data\raw\Annotations\IMG000018.json,data\processed\masks\IMG000018.png,2135,3056,2,1,1,False,400861
IMG000019.jpeg,1,data\raw\images\IMG000019.jpeg,data\raw\Annotations\IMG000019.json,data\processed\masks\IMG000019.png,1900,3056,2,1,1,False,205821
IMG000020.jpeg,1,data\raw\images\IMG000020.jpeg,data\raw\Annotations\IMG000020.json,data\processed\masks\IMG000020.png,2232,3056,2,1,1,False,252305
IMG000021.jpeg,1,data\raw\images\IMG000021.jpeg,data\raw\Annotations\IMG000021.json,data\processed\masks\IMG000021.png,1940,3056,2,1,1,False,237135
IMG000022.jpeg,1,data\raw\images\IMG000022.jpeg,data\raw\Annotations\IMG000022.json,data\processed\masks\IMG000022.png,1951,3056,2,1,1,False,329885
IMG000023.jpeg,1,data\raw\images\IMG000023.jpeg,data\raw\Annotations\IMG000023.json,data\processed\masks\IMG000023.png,1723,3056,2,1,1,False,228412
IMG000024.jpeg,1,data\raw\images\IMG000024.jpeg,data\raw\Annotations\IMG000024.json,data\processed\masks\IMG000024.png,2544,3056,2,1,1,False,498754
IMG000025.jpeg,1,data\raw\images\IMG000025.jpeg,data\raw\Annotations\IMG000025.json,data\processed\masks\IMG000025.png,2544,3056,2,1,1,False,273472
IMG000026.jpeg,1,data\raw\images\IMG000026.jpeg,data\raw\Annotations\IMG000026.json,data\processed\masks\IMG000026.png,3056,2544,2,1,1,False,257893
IMG000027.jpeg,1,data\raw\images\IMG000027.jpeg,data\raw\Annotations\IMG000027.json,data\processed\masks\IMG000027.png,2544,3056,2,1,1,False,283857
IMG000028.jpeg,1,data\raw\images\IMG000028.jpeg,data\raw\Annotations\IMG000028.json,data\processed\masks\IMG000028.png,2544,3056,2,1,1,False,263277
IMG000029.jpeg,1,data\raw\images\IMG000029.jpeg,data\raw\Annotations\IMG000029.json,data\processed\masks\IMG000029.png,2544,3056,2,1,1,False,241472
IMG000030.jpeg,1,data\raw\images\IMG000030.jpeg,data\raw\Annotations\IMG000030.json,data\processed\masks\IMG000030.png,2544,3056,2,1,1,False,120966
IMG000031.jpeg,1,data\raw\images\IMG000031.jpeg,data\raw\Annotations\IMG000031.json,data\processed\masks\IMG000031.png,2544,3056,2,1,1,False,136580
IMG000032.jpeg,1,data\raw\images\IMG000032.jpeg,data\raw\Annotations\IMG000032.json,data\processed\masks\IMG000032.png,2544,3056,2,1,1,False,189796
IMG000033.jpeg,1,data\raw\images\IMG000033.jpeg,data\raw\Annotations\IMG000033.json,data\processed\masks\IMG000033.png,1511,3294,2,1,1,False,74970
IMG000034.jpeg,1,data\raw\images\IMG000034.jpeg,data\raw\Annotations\IMG000034.json,data\processed\masks\IMG000034.png,1616,3408,2,1,1,False,68241
IMG000035.jpeg,1,data\raw\images\IMG000035.jpeg,data\raw\Annotations\IMG000035.json,data\processed\masks\IMG000035.png,611,815,2,1,1,False,37007
IMG000036.jpeg,1,data\raw\images\IMG000036.jpeg,data\raw\Annotations\IMG000036.json,data\processed\masks\IMG000036.png,817,811,2,1,1,False,24256
IMG000037.jpeg,1,data\raw\images\IMG000037.jpeg,data\raw\Annotations\IMG000037.json,data\processed\masks\IMG000037.png,731,809,2,1,1,False,8363
IMG000038.jpeg,1,data\raw\images\IMG000038.jpeg,data\raw\Annotations\IMG000038.json,data\processed\masks\IMG000038.png,669,818,2,1,1,False,12797
IMG000039.jpeg,1,data\raw\images\IMG000039.jpeg,data\raw\Annotations\IMG000039.json,data\processed\masks\IMG000039.png,935,808,2,1,1,False,20670
IMG000040.jpeg,1,data\raw\images\IMG000040.jpeg,data\raw\Annotations\IMG000040.json,data\processed\masks\IMG000040.png,549,819,2,1,1,False,16633
IMG000041.jpeg,1,data\raw\images\IMG000041.jpeg,data\raw\Annotations\IMG000041.json,data\processed\masks\IMG000041.png,609,815,2,1,1,False,23882
IMG000042.jpeg,1,data\raw\images\IMG000042.jpeg,data\raw\Annotations\IMG000042.json,data\processed\masks\IMG000042.png,607,808,2,1,1,False,5321
IMG000043.jpeg,1,data\raw\images\IMG000043.jpeg,data\raw\Annotations\IMG000043.json,data\processed\masks\IMG000043.png,604,814,2,1,1,False,4278
IMG000044.jpeg,1,data\raw\images\IMG000044.jpeg,data\raw\Annotations\IMG000044.json,data\processed\masks\IMG000044.png,505,815,2,1,1,False,7690
IMG000045.jpeg,1,data\raw\images\IMG000045.jpeg,data\raw\Annotations\IMG000045.json,data\processed\masks\IMG000045.png,517,814,2,1,1,False,8401
IMG000046.jpeg,1,data\raw\images\IMG000046.jpeg,data\raw\Annotations\IMG000046.json,data\processed\masks\IMG000046.png,455,809,2,1,1,False,6508
IMG000047.jpeg,1,data\raw\images\IMG000047.jpeg,data\raw\Annotations\IMG000047.json,data\processed\masks\IMG000047.png,462,817,2,1,1,False,5322
IMG000048.jpeg,1,data\raw\images\IMG000048.jpeg,data\raw\Annotations\IMG000048.json,data\processed\masks\IMG000048.png,586,804,2,1,1,False,11029
IMG000049.jpeg,1,data\raw\images\IMG000049.jpeg,data\raw\Annotations\IMG000049.json,data\processed\masks\IMG000049.png,720,719,2,1,1,False,9287
IMG000050.jpeg,1,data\raw\images\IMG000050.jpeg,data\raw\Annotations\IMG000050.json,data\processed\masks\IMG000050.png,917,812,2,1,1,False,80897
IMG000051.jpeg,1,data\raw\images\IMG000051.jpeg,data\raw\Annotations\IMG000051.json,data\processed\masks\IMG000051.png,813,815,2,1,1,False,9916
IMG000052.jpeg,1,data\raw\images\IMG000052.jpeg,data\raw\Annotations\IMG000052.json,data\processed\masks\IMG000052.png,501,813,2,1,1,False,7967
IMG000053.jpeg,1,data\raw\images\IMG000053.jpeg,data\raw\Annotations\IMG000053.json,data\processed\masks\IMG000053.png,630,815,2,1,1,False,50430
IMG000054.jpeg,1,data\raw\images\IMG000054.jpeg,data\raw\Annotations\IMG000054.json,data\processed\masks\IMG000054.png,628,816,2,1,1,False,52208
IMG000055.jpeg,1,data\raw\images\IMG000055.jpeg,data\raw\Annotations\IMG000055.json,data\processed\masks\IMG000055.png,680,818,2,1,1,False,15089
IMG000056.jpeg,1,data\raw\images\IMG000056.jpeg,data\raw\Annotations\IMG000056.json,data\processed\masks\IMG000056.png,730,809,2,1,1,False,20172
IMG000057.jpeg,1,data\raw\images\IMG000057.jpeg,data\raw\Annotations\IMG000057.json,data\processed\masks\IMG000057.png,534,815,2,1,1,False,8065
IMG000058.jpeg,1,data\raw\images\IMG000058.jpeg,data\raw\Annotations\IMG000058.json,data\processed\masks\IMG000058.png,510,813,2,1,1,False,7564
IMG000059.jpeg,1,data\raw\images\IMG000059.jpeg,data\raw\Annotations\IMG000059.json,data\processed\masks\IMG000059.png,581,802,2,1,1,False,16887
IMG000060.jpeg,1,data\raw\images\IMG000060.jpeg,data\raw\Annotations\IMG000060.json,data\processed\masks\IMG000060.png,588,790,2,1,1,False,20572
IMG000061.jpeg,1,data\raw\images\IMG000061.jpeg,data\raw\Annotations\IMG000061.json,data\processed\masks\IMG000061.png,517,728,2,1,1,False,2966
IMG000062.jpeg,1,data\raw\images\IMG000062.jpeg,data\raw\Annotations\IMG000062.json,data\processed\masks\IMG000062.png,501,735,2,1,1,False,4262
IMG000063.jpeg,1,data\raw\images\IMG000063.jpeg,data\raw\Annotations\IMG000063.json,data\processed\masks\IMG000063.png,467,812,2,1,1,False,9782
IMG000064.jpeg,1,data\raw\images\IMG000064.jpeg,data\raw\Annotations\IMG000064.json,data\processed\masks\IMG000064.png,481,813,2,1,1,False,8860
IMG000065.jpeg,1,data\raw\images\IMG000065.jpeg,data\raw\Annotations\IMG000065.json,data\processed\masks\IMG000065.png,428,769,2,1,1,False,3805
IMG000066.jpeg,1,data\raw\images\IMG000066.jpeg,data\raw\Annotations\IMG000066.json,data\processed\masks\IMG000066.png,492,787,2,1,1,False,5543
IMG000067.jpeg,1,data\raw\images\IMG000067.jpeg,data\raw\Annotations\IMG000067.json,data\processed\masks\IMG000067.png,408,719,2,1,1,False,7657
IMG000068.jpeg,1,data\raw\images\IMG000068.jpeg,data\raw\Annotations\IMG000068.json,data\processed\masks\IMG000068.png,418,722,2,1,1,False,11460
IMG000069.jpeg,1,data\raw\images\IMG000069.jpeg,data\raw\Annotations\IMG000069.json,data\processed\masks\IMG000069.png,564,802,2,1,1,False,3312
IMG000070.jpeg,1,data\raw\images\IMG000070.jpeg,data\raw\Annotations\IMG000070.json,data\processed\masks\IMG000070.png,508,808,2,1,1,False,6379
IMG000071.jpeg,1,data\raw\images\IMG000071.jpeg,data\raw\Annotations\IMG000071.json,data\processed\masks\IMG000071.png,898,805,2,1,1,False,45129
IMG000072.jpeg,1,data\raw\images\IMG000072.jpeg,data\raw\Annotations\IMG000072.json,data\processed\masks\IMG000072.png,548,811,2,1,1,False,11982
IMG000073.jpeg,1,data\raw\images\IMG000073.jpeg,data\raw\Annotations\IMG000073.json,data\processed\masks\IMG000073.png,599,816,2,1,1,False,9207
IMG000074.jpeg,1,data\raw\images\IMG000074.jpeg,data\raw\Annotations\IMG000074.json,data\processed\masks\IMG000074.png,537,747,2,1,1,False,15020
IMG000075.jpeg,1,data\raw\images\IMG000075.jpeg,data\raw\Annotations\IMG000075.json,data\processed\masks\IMG000075.png,592,782,2,1,1,False,20134
IMG000076.jpeg,1,data\raw\images\IMG000076.jpeg,data\raw\Annotations\IMG000076.json,data\processed\masks\IMG000076.png,499,813,2,1,1,False,16144
IMG000077.jpeg,1,data\raw\images\IMG000077.jpeg,data\raw\Annotations\IMG000077.json,data\processed\masks\IMG000077.png,809,740,2,1,1,False,6930
IMG000078.jpeg,1,data\raw\images\IMG000078.jpeg,data\raw\Annotations\IMG000078.json,data\processed\masks\IMG000078.png,410,809,2,1,1,False,19711
IMG000079.jpeg,1,data\raw\images\IMG000079.jpeg,data\raw\Annotations\IMG000079.json,data\processed\masks\IMG000079.png,432,813,2,1,1,False,11680
IMG000080.jpeg,1,data\raw\images\IMG000080.jpeg,data\raw\Annotations\IMG000080.json,data\processed\masks\IMG000080.png,738,805,2,1,1,False,6932
IMG000081.jpeg,1,data\raw\images\IMG000081.jpeg,data\raw\Annotations\IMG000081.json,data\processed\masks\IMG000081.png,561,815,2,1,1,False,14537
IMG000082.jpeg,1,data\raw\images\IMG000082.jpeg,data\raw\Annotations\IMG000082.json,data\processed\masks\IMG000082.png,589,816,2,1,1,False,15394
IMG000083.jpeg,1,data\raw\images\IMG000083.jpeg,data\raw\Annotations\IMG000083.json,data\processed\masks\IMG000083.png,474,812,2,1,1,False,29023
IMG000084.jpeg,1,data\raw\images\IMG000084.jpeg,data\raw\Annotations\IMG000084.json,data\processed\masks\IMG000084.png,620,817,2,1,1,False,38078
IMG000085.jpeg,1,data\raw\images\IMG000085.jpeg,data\raw\Annotations\IMG000085.json,data\processed\masks\IMG000085.png,652,818,2,1,1,False,83072
IMG000086.jpeg,1,data\raw\images\IMG000086.jpeg,data\raw\Annotations\IMG000086.json,data\processed\masks\IMG000086.png,697,812,2,1,1,False,33662
IMG000087.jpeg,1,data\raw\images\IMG000087.jpeg,data\raw\Annotations\IMG000087.json,data\processed\masks\IMG000087.png,541,806,2,1,1,False,32341
IMG000088.jpeg,1,data\raw\images\IMG000088.jpeg,data\raw\Annotations\IMG000088.json,data\processed\masks\IMG000088.png,578,809,2,1,1,False,41146
IMG000089.jpeg,1,data\raw\images\IMG000089.jpeg,data\raw\Annotations\IMG000089.json,data\processed\masks\IMG000089.png,699,817,2,1,1,False,49453
IMG000090.jpeg,1,data\raw\images\IMG000090.jpeg,data\raw\Annotations\IMG000090.json,data\processed\masks\IMG000090.png,687,803,2,1,1,False,38641
IMG000091.jpeg,1,data\raw\images\IMG000091.jpeg,data\raw\Annotations\IMG000091.json,data\processed\masks\IMG000091.png,496,816,2,1,1,False,17183
IMG000092.jpeg,1,data\raw\images\IMG000092.jpeg,data\raw\Annotations\IMG000092.json,data\processed\masks\IMG000092.png,508,813,2,1,1,False,16807
IMG000093.jpeg,1,data\raw\images\IMG000093.jpeg,data\raw\Annotations\IMG000093.json,data\processed\masks\IMG000093.png,415,803,2,1,1,False,20410
IMG000094.jpeg,1,data\raw\images\IMG000094.jpeg,data\raw\Annotations\IMG000094.json,data\processed\masks\IMG000094.png,447,810,2,1,1,False,23389
IMG000095.jpeg,1,data\raw\images\IMG000095.jpeg,data\raw\Annotations\IMG000095.json,data\processed\masks\IMG000095.png,530,814,2,1,1,False,18972
IMG000096.jpeg,1,data\raw\images\IMG000096.jpeg,data\raw\Annotations\IMG000096.json,data\processed\masks\IMG000096.png,608,819,2,1,1,False,14604
IMG000097.jpeg,1,data\raw\images\IMG000097.jpeg,data\raw\Annotations\IMG000097.json,data\processed\masks\IMG000097.png,497,817,2,1,1,False,18064
IMG000098.jpeg,1,data\raw\images\IMG000098.jpeg,data\raw\Annotations\IMG000098.json,data\processed\masks\IMG000098.png,671,815,2,1,1,False,11933
IMG000099.jpeg,1,data\raw\images\IMG000099.jpeg,data\raw\Annotations\IMG000099.json,data\processed\masks\IMG000099.png,560,392,2,1,1,False,8777
IMG000100.jpeg,1,data\raw\images\IMG000100.jpeg,data\raw\Annotations\IMG000100.json,data\processed\masks\IMG000100.png,555,816,2,1,1,False,13036
IMG000101.jpeg,1,data\raw\images\IMG000101.jpeg,data\raw\Annotations\IMG000101.json,data\processed\masks\IMG000101.png,567,609,2,1,1,False,24283
IMG000102.jpeg,1,data\raw\images\IMG000102.jpeg,data\raw\Annotations\IMG000102.json,data\processed\masks\IMG000102.png,527,780,2,1,1,False,23336
IMG000103.jpeg,1,data\raw\images\IMG000103.jpeg,data\raw\Annotations\IMG000103.json,data\processed\masks\IMG000103.png,497,803,2,1,1,False,18600
IMG000104.jpeg,1,data\raw\images\IMG000104.jpeg,data\raw\Annotations\IMG000104.json,data\processed\masks\IMG000104.png,515,778,2,1,1,False,19229
IMG000105.jpeg,1,data\raw\images\IMG000105.jpeg,data\raw\Annotations\IMG000105.json,data\processed\masks\IMG000105.png,583,782,2,1,1,False,19342
IMG000106.jpeg,1,data\raw\images\IMG000106.jpeg,data\raw\Annotations\IMG000106.json,data\processed\masks\IMG000106.png,493,800,2,1,1,False,10110
IMG000107.jpeg,1,data\raw\images\IMG000107.jpeg,data\raw\Annotations\IMG000107.json,data\processed\masks\IMG000107.png,475,812,2,1,1,False,8841
IMG000108.jpeg,1,data\raw\images\IMG000108.jpeg,data\raw\Annotations\IMG000108.json,data\processed\masks\IMG000108.png,606,769,2,1,1,False,9385
IMG000109.jpeg,1,data\raw\images\IMG000109.jpeg,data\raw\Annotations\IMG000109.json,data\processed\masks\IMG000109.png,616,806,2,1,1,False,6858
IMG000110.jpeg,1,data\raw\images\IMG000110.jpeg,data\raw\Annotations\IMG000110.json,data\processed\masks\IMG000110.png,524,532,2,1,1,False,19669
IMG000111.jpeg,1,data\raw\images\IMG000111.jpeg,data\raw\Annotations\IMG000111.json,data\processed\masks\IMG000111.png,603,813,2,1,1,False,18852
IMG000112.jpeg,1,data\raw\images\IMG000112.jpeg,data\raw\Annotations\IMG000112.json,data\processed\masks\IMG000112.png,611,804,2,1,1,False,1889
IMG000113.jpeg,1,data\raw\images\IMG000113.jpeg,data\raw\Annotations\IMG000113.json,data\processed\masks\IMG000113.png,774,813,2,1,1,False,3469
IMG000114.jpeg,1,data\raw\images\IMG000114.jpeg,data\raw\Annotations\IMG000114.json,data\processed\masks\IMG000114.png,1028,812,2,1,1,False,10101
IMG000115.jpeg,1,data\raw\images\IMG000115.jpeg,data\raw\Annotations\IMG000115.json,data\processed\masks\IMG000115.png,516,789,2,1,1,False,3356
IMG000116.jpeg,1,data\raw\images\IMG000116.jpeg,data\raw\Annotations\IMG000116.json,data\processed\masks\IMG000116.png,403,786,2,1,1,False,4046
IMG000117.jpeg,1,data\raw\images\IMG000117.jpeg,data\raw\Annotations\IMG000117.json,data\processed\masks\IMG000117.png,443,684,2,1,1,False,8850
IMG000118.jpeg,1,data\raw\images\IMG000118.jpeg,data\raw\Annotations\IMG000118.json,data\processed\masks\IMG000118.png,601,811,2,1,1,False,13957
IMG000119.jpeg,1,data\raw\images\IMG000119.jpeg,data\raw\Annotations\IMG000119.json,data\processed\masks\IMG000119.png,497,815,2,1,1,False,12191
IMG000120.jpeg,1,data\raw\images\IMG000120.jpeg,data\raw\Annotations\IMG000120.json,data\processed\masks\IMG000120.png,486,815,2,1,1,False,4702
IMG000121.jpeg,1,data\raw\images\IMG000121.jpeg,data\raw\Annotations\IMG000121.json,data\processed\masks\IMG000121.png,553,811,2,1,1,False,5803
IMG000122.jpeg,1,data\raw\images\IMG000122.jpeg,data\raw\Annotations\IMG000122.json,data\processed\masks\IMG000122.png,517,816,2,1,1,False,5108
IMG000123.jpeg,1,data\raw\images\IMG000123.jpeg,data\raw\Annotations\IMG000123.json,data\processed\masks\IMG000123.png,620,814,2,1,1,False,97472
IMG000124.jpeg,1,data\raw\images\IMG000124.jpeg,data\raw\Annotations\IMG000124.json,data\processed\masks\IMG000124.png,643,820,2,1,1,False,90731
IMG000125.jpeg,1,data\raw\images\IMG000125.jpeg,data\raw\Annotations\IMG000125.json,data\processed\masks\IMG000125.png,641,815,2,1,1,False,12108
IMG000126.jpeg,1,data\raw\images\IMG000126.jpeg,data\raw\Annotations\IMG000126.json,data\processed\masks\IMG000126.png,570,820,2,1,1,False,19239
IMG000127.jpeg,1,data\raw\images\IMG000127.jpeg,data\raw\Annotations\IMG000127.json,data\processed\masks\IMG000127.png,562,817,2,1,1,False,17257
IMG000128.jpeg,1,data\raw\images\IMG000128.jpeg,data\raw\Annotations\IMG000128.json,data\processed\masks\IMG000128.png,620,821,2,1,1,False,32106
IMG000129.jpeg,1,data\raw\images\IMG000129.jpeg,data\raw\Annotations\IMG000129.json,data\processed\masks\IMG000129.png,611,810,2,1,1,False,10030
IMG000130.jpeg,1,data\raw\images\IMG000130.jpeg,data\raw\Annotations\IMG000130.json,data\processed\masks\IMG000130.png,650,814,2,1,1,False,11870
IMG000131.jpeg,1,data\raw\images\IMG000131.jpeg,data\raw\Annotations\IMG000131.json,data\processed\masks\IMG000131.png,528,775,2,1,1,False,34349
IMG000132.jpeg,1,data\raw\images\IMG000132.jpeg,data\raw\Annotations\IMG000132.json,data\processed\masks\IMG000132.png,583,817,2,1,1,False,38344
IMG000133.jpeg,1,data\raw\images\IMG000133.jpeg,data\raw\Annotations\IMG000133.json,data\processed\masks\IMG000133.png,811,814,2,1,1,False,20408
IMG000134.jpeg,1,data\raw\images\IMG000134.jpeg,data\raw\Annotations\IMG000134.json,data\processed\masks\IMG000134.png,753,815,2,1,1,False,37966
IMG000135.jpeg,1,data\raw\images\IMG000135.jpeg,data\raw\Annotations\IMG000135.json,data\processed\masks\IMG000135.png,513,816,2,1,1,False,29984
IMG000136.jpeg,1,data\raw\images\IMG000136.jpeg,data\raw\Annotations\IMG000136.json,data\processed\masks\IMG000136.png,515,817,2,1,1,False,34898
IMG000137.jpeg,1,data\raw\images\IMG000137.jpeg,data\raw\Annotations\IMG000137.json,data\processed\masks\IMG000137.png,535,697,2,1,1,False,8655
IMG000138.jpeg,1,data\raw\images\IMG000138.jpeg,data\raw\Annotations\IMG000138.json,data\processed\masks\IMG000138.png,539,817,2,1,1,False,10102
IMG000139.jpeg,1,data\raw\images\IMG000139.jpeg,data\raw\Annotations\IMG000139.json,data\processed\masks\IMG000139.png,762,810,2,1,1,False,23519
IMG000140.jpeg,1,data\raw\images\IMG000140.jpeg,data\raw\Annotations\IMG000140.json,data\processed\masks\IMG000140.png,740,817,2,1,1,False,23032
IMG000141.jpeg,1,data\raw\images\IMG000141.jpeg,data\raw\Annotations\IMG000141.json,data\processed\masks\IMG000141.png,566,617,2,1,1,False,5785
IMG000142.jpeg,1,data\raw\images\IMG000142.jpeg,data\raw\Annotations\IMG000142.json,data\processed\masks\IMG000142.png,629,823,2,1,1,False,25890
IMG000143.jpeg,1,data\raw\images\IMG000143.jpeg,data\raw\Annotations\IMG000143.json,data\processed\masks\IMG000143.png,528,820,2,1,1,False,27467
IMG000144.jpeg,1,data\raw\images\IMG000144.jpeg,data\raw\Annotations\IMG000144.json,data\processed\masks\IMG000144.png,818,814,2,1,1,False,9944
IMG000145.jpeg,1,data\raw\images\IMG000145.jpeg,data\raw\Annotations\IMG000145.json,data\processed\masks\IMG000145.png,1115,807,2,1,1,False,64265
IMG000146.jpeg,1,data\raw\images\IMG000146.jpeg,data\raw\Annotations\IMG000146.json,data\processed\masks\IMG000146.png,488,822,2,1,1,False,18467
IMG000147.jpeg,1,data\raw\images\IMG000147.jpeg,data\raw\Annotations\IMG000147.json,data\processed\masks\IMG000147.png,525,818,2,1,1,False,16108
IMG000148.jpeg,1,data\raw\images\IMG000148.jpeg,data\raw\Annotations\IMG000148.json,data\processed\masks\IMG000148.png,457,804,2,1,1,False,25837
IMG000149.jpeg,1,data\raw\images\IMG000149.jpeg,data\raw\Annotations\IMG000149.json,data\processed\masks\IMG000149.png,1478,699,2,1,1,False,53524
IMG000150.jpeg,1,data\raw\images\IMG000150.jpeg,data\raw\Annotations\IMG000150.json,data\processed\masks\IMG000150.png,430,807,2,1,1,False,39884
IMG000151.jpeg,1,data\raw\images\IMG000151.jpeg,data\raw\Annotations\IMG000151.json,data\processed\masks\IMG000151.png,941,810,2,1,1,False,19054
IMG000152.jpeg,1,data\raw\images\IMG000152.jpeg,data\raw\Annotations\IMG000152.json,data\processed\masks\IMG000152.png,922,811,2,1,1,False,58429
IMG000153.jpeg,1,data\raw\images\IMG000153.jpeg,data\raw\Annotations\IMG000153.json,data\processed\masks\IMG000153.png,590,779,2,1,1,False,7597
IMG000154.jpeg,1,data\raw\images\IMG000154.jpeg,data\raw\Annotations\IMG000154.json,data\processed\masks\IMG000154.png,579,808,2,1,1,False,9483
IMG000155.jpeg,1,data\raw\images\IMG000155.jpeg,data\raw\Annotations\IMG000155.json,data\processed\masks\IMG000155.png,552,818,2,1,1,False,9900
IMG000156.jpeg,1,data\raw\images\IMG000156.jpeg,data\raw\Annotations\IMG000156.json,data\processed\masks\IMG000156.png,511,822,2,1,1,False,13333
IMG000157.jpeg,1,data\raw\images\IMG000157.jpeg,data\raw\Annotations\IMG000157.json,data\processed\masks\IMG000157.png,535,818,2,1,1,False,10478
IMG000158.jpeg,1,data\raw\images\IMG000158.jpeg,data\raw\Annotations\IMG000158.json,data\processed\masks\IMG000158.png,454,814,2,1,1,False,14875
IMG000159.jpeg,1,data\raw\images\IMG000159.jpeg,data\raw\Annotations\IMG000159.json,data\processed\masks\IMG000159.png,553,812,2,1,1,False,19353
IMG000160.jpeg,1,data\raw\images\IMG000160.jpeg,data\raw\Annotations\IMG000160.json,data\processed\masks\IMG000160.png,600,816,2,1,1,False,21139
IMG000161.jpeg,1,data\raw\images\IMG000161.jpeg,data\raw\Annotations\IMG000161.json,data\processed\masks\IMG000161.png,1011,816,2,1,1,False,17521
IMG000162.jpeg,1,data\raw\images\IMG000162.jpeg,data\raw\Annotations\IMG000162.json,data\processed\masks\IMG000162.png,497,795,2,1,1,False,13417
IMG000163.jpeg,1,data\raw\images\IMG000163.jpeg,data\raw\Annotations\IMG000163.json,data\processed\masks\IMG000163.png,526,795,2,1,1,False,11226
IMG000164.jpeg,1,data\raw\images\IMG000164.jpeg,data\raw\Annotations\IMG000164.json,data\processed\masks\IMG000164.png,487,817,2,1,1,False,19205
IMG000165.jpeg,1,data\raw\images\IMG000165.jpeg,data\raw\Annotations\IMG000165.json,data\processed\masks\IMG000165.png,530,817,2,1,1,False,18310
IMG000166.jpeg,1,data\raw\images\IMG000166.jpeg,data\raw\Annotations\IMG000166.json,data\processed\masks\IMG000166.png,454,819,2,1,1,False,19506
IMG000167.jpeg,1,data\raw\images\IMG000167.jpeg,data\raw\Annotations\IMG000167.json,data\processed\masks\IMG000167.png,560,815,2,1,1,False,19991
IMG000168.jpeg,1,data\raw\images\IMG000168.jpeg,data\raw\Annotations\IMG000168.json,data\processed\masks\IMG000168.png,569,820,2,1,1,False,31958
IMG000169.jpeg,1,data\raw\images\IMG000169.jpeg,data\raw\Annotations\IMG000169.json,data\processed\masks\IMG000169.png,570,822,2,1,1,False,1241
IMG000170.jpeg,1,data\raw\images\IMG000170.jpeg,data\raw\Annotations\IMG000170.json,data\processed\masks\IMG000170.png,502,822,2,1,1,False,24848
IMG000171.jpeg,1,data\raw\images\IMG000171.jpeg,data\raw\Annotations\IMG000171.json,data\processed\masks\IMG000171.png,540,815,2,1,1,False,31776
IMG000172.jpeg,1,data\raw\images\IMG000172.jpeg,data\raw\Annotations\IMG000172.json,data\processed\masks\IMG000172.png,512,460,2,1,1,False,1767
