image_id,tumor,has_image,image_path,has_annotation,annotation_path,width,height
IMG000073.jpeg,1,True,data\raw\images\IMG000073.jpeg,True,data\raw\Annotations\IMG000073.json,599,816
IMG000074.jpeg,1,True,data\raw\images\IMG000074.jpeg,True,data\raw\Annotations\IMG000074.json,537,747
IMG000075.jpeg,1,True,data\raw\images\IMG000075.jpeg,True,data\raw\Annotations\IMG000075.json,592,782
IMG000076.jpeg,1,True,data\raw\images\IMG000076.jpeg,True,data\raw\Annotations\IMG000076.json,499,813
IMG000077.jpeg,1,True,data\raw\images\IMG000077.jpeg,True,data\raw\Annotations\IMG000077.json,809,740
IMG000078.jpeg,1,True,data\raw\images\IMG000078.jpeg,True,data\raw\Annotations\IMG000078.json,410,809
IMG000079.jpeg,1,True,data\raw\images\IMG000079.jpeg,True,data\raw\Annotations\IMG000079.json,432,813
IMG000080.jpeg,1,True,data\raw\images\IMG000080.jpeg,True,data\raw\Annotations\IMG000080.json,738,805
IMG000081.jpeg,1,True,data\raw\images\IMG000081.jpeg,True,data\raw\Annotations\IMG000081.json,561,815
IMG000082.jpeg,1,True,data\raw\images\IMG000082.jpeg,True,data\raw\Annotations\IMG000082.json,589,816
IMG000083.jpeg,1,True,data\raw\images\IMG000083.jpeg,True,data\raw\Annotations\IMG000083.json,474,812
IMG000084.jpeg,1,True,data\raw\images\IMG000084.jpeg,True,data\raw\Annotations\IMG000084.json,620,817
IMG000085.jpeg,1,True,data\raw\images\IMG000085.jpeg,True,data\raw\Annotations\IMG000085.json,652,818
IMG000086.jpeg,1,True,data\raw\images\IMG000086.jpeg,True,data\raw\Annotations\IMG000086.json,697,812
IMG000087.jpeg,1,True,data\raw\images\IMG000087.jpeg,True,data\raw\Annotations\IMG000087.json,541,806
IMG000088.jpeg,1,True,data\raw\images\IMG000088.jpeg,True,data\raw\Annotations\IMG000088.json,578,809
IMG000089.jpeg,1,True,data\raw\images\IMG000089.jpeg,True,data\raw\Annotations\IMG000089.json,699,817
IMG000090.jpeg,1,True,data\raw\images\IMG000090.jpeg,True,data\raw\Annotations\IMG000090.json,687,803
IMG000091.jpeg,1,True,data\raw\images\IMG000091.jpeg,True,data\raw\Annotations\IMG000091.json,496,816
IMG000092.jpeg,1,True,data\raw\images\IMG000092.jpeg,True,data\raw\Annotations\IMG000092.json,508,813
IMG000093.jpeg,1,True,data\raw\images\IMG000093.jpeg,True,data\raw\Annotations\IMG000093.json,415,803
IMG000094.jpeg,1,True,data\raw\images\IMG000094.jpeg,True,data\raw\Annotations\IMG000094.json,447,810
IMG000095.jpeg,1,True,data\raw\images\IMG000095.jpeg,True,data\raw\Annotations\IMG000095.json,530,814
IMG000096.jpeg,1,True,data\raw\images\IMG000096.jpeg,True,data\raw\Annotations\IMG000096.json,608,819
IMG000097.jpeg,1,True,data\raw\images\IMG000097.jpeg,True,data\raw\Annotations\IMG000097.json,497,817
IMG000098.jpeg,1,True,data\raw\images\IMG000098.jpeg,True,data\raw\Annotations\IMG000098.json,671,815
IMG000099.jpeg,1,True,data\raw\images\IMG000099.jpeg,True,data\raw\Annotations\IMG000099.json,560,392
IMG000100.jpeg,1,True,data\raw\images\IMG000100.jpeg,True,data\raw\Annotations\IMG000100.json,555,816
IMG000101.jpeg,1,True,data\raw\images\IMG000101.jpeg,True,data\raw\Annotations\IMG000101.json,567,609
IMG000102.jpeg,1,True,data\raw\images\IMG000102.jpeg,True,data\raw\Annotations\IMG000102.json,527,780
IMG000103.jpeg,1,True,data\raw\images\IMG000103.jpeg,True,data\raw\Annotations\IMG000103.json,497,803
IMG000104.jpeg,1,True,data\raw\images\IMG000104.jpeg,True,data\raw\Annotations\IMG000104.json,515,778
IMG000105.jpeg,1,True,data\raw\images\IMG000105.jpeg,True,data\raw\Annotations\IMG000105.json,583,782
IMG000106.jpeg,1,True,data\raw\images\IMG000106.jpeg,True,data\raw\Annotations\IMG000106.json,493,800
IMG000107.jpeg,1,True,data\raw\images\IMG000107.jpeg,True,data\raw\Annotations\IMG000107.json,475,812
IMG000108.jpeg,1,True,data\raw\images\IMG000108.jpeg,True,data\raw\Annotations\IMG000108.json,606,769
IMG000109.jpeg,1,True,data\raw\images\IMG000109.jpeg,True,data\raw\Annotations\IMG000109.json,616,806
IMG000110.jpeg,1,True,data\raw\images\IMG000110.jpeg,True,data\raw\Annotations\IMG000110.json,524,532
IMG000111.jpeg,1,True,data\raw\images\IMG000111.jpeg,True,data\raw\Annotations\IMG000111.json,603,813
IMG000112.jpeg,1,True,data\raw\images\IMG000112.jpeg,True,data\raw\Annotations\IMG000112.json,611,804
IMG000113.jpeg,1,True,data\raw\images\IMG000113.jpeg,True,data\raw\Annotations\IMG000113.json,774,813
IMG000114.jpeg,1,True,data\raw\images\IMG000114.jpeg,True,data\raw\Annotations\IMG000114.json,1028,812
IMG000115.jpeg,1,True,data\raw\images\IMG000115.jpeg,True,data\raw\Annotations\IMG000115.json,516,789
IMG000116.jpeg,1,True,data\raw\images\IMG000116.jpeg,True,data\raw\Annotations\IMG000116.json,403,786
IMG000117.jpeg,1,True,data\raw\images\IMG000117.jpeg,True,data\raw\Annotations\IMG000117.json,443,684
IMG000118.jpeg,1,True,data\raw\images\IMG000118.jpeg,True,data\raw\Annotations\IMG000118.json,601,811
IMG000119.jpeg,1,True,data\raw\images\IMG000119.jpeg,True,data\raw\Annotations\IMG000119.json,497,815
IMG000120.jpeg,1,True,data\raw\images\IMG000120.jpeg,True,data\raw\Annotations\IMG000120.json,486,815
IMG000121.jpeg,1,True,data\raw\images\IMG000121.jpeg,True,data\raw\Annotations\IMG000121.json,553,811
IMG000122.jpeg,1,True,data\raw\images\IMG000122.jpeg,True,data\raw\Annotations\IMG000122.json,517,816
IMG000123.jpeg,1,True,data\raw\images\IMG000123.jpeg,True,data\raw\Annotations\IMG000123.json,620,814
IMG000124.jpeg,1,True,data\raw\images\IMG000124.jpeg,True,data\raw\Annotations\IMG000124.json,643,820
IMG000125.jpeg,1,True,data\raw\images\IMG000125.jpeg,True,data\raw\Annotations\IMG000125.json,641,815
IMG000126.jpeg,1,True,data\raw\images\IMG000126.jpeg,True,data\raw\Annotations\IMG000126.json,570,820
IMG000127.jpeg,1,True,data\raw\images\IMG000127.jpeg,True,data\raw\Annotations\IMG000127.json,562,817
IMG000128.jpeg,1,True,data\raw\images\IMG000128.jpeg,True,data\raw\Annotations\IMG000128.json,620,821
IMG000129.jpeg,1,True,data\raw\images\IMG000129.jpeg,True,data\raw\Annotations\IMG000129.json,611,810
IMG000130.jpeg,1,True,data\raw\images\IMG000130.jpeg,True,data\raw\Annotations\IMG000130.json,650,814
IMG000131.jpeg,1,True,data\raw\images\IMG000131.jpeg,True,data\raw\Annotations\IMG000131.json,528,775
IMG000132.jpeg,1,True,data\raw\images\IMG000132.jpeg,True,data\raw\Annotations\IMG000132.json,583,817
IMG000133.jpeg,1,True,data\raw\images\IMG000133.jpeg,True,data\raw\Annotations\IMG000133.json,811,814
IMG000134.jpeg,1,True,data\raw\images\IMG000134.jpeg,True,data\raw\Annotations\IMG000134.json,753,815
IMG000135.jpeg,1,True,data\raw\images\IMG000135.jpeg,True,data\raw\Annotations\IMG000135.json,513,816
IMG000136.jpeg,1,True,data\raw\images\IMG000136.jpeg,True,data\raw\Annotations\IMG000136.json,515,817
IMG000137.jpeg,1,True,data\raw\images\IMG000137.jpeg,True,data\raw\Annotations\IMG000137.json,535,697
IMG000138.jpeg,1,True,data\raw\images\IMG000138.jpeg,True,data\raw\Annotations\IMG000138.json,539,817
IMG000139.jpeg,1,True,data\raw\images\IMG000139.jpeg,True,data\raw\Annotations\IMG000139.json,762,810
IMG000140.jpeg,1,True,data\raw\images\IMG000140.jpeg,True,data\raw\Annotations\IMG000140.json,740,817
IMG000141.jpeg,1,True,data\raw\images\IMG000141.jpeg,True,data\raw\Annotations\IMG000141.json,566,617
IMG000142.jpeg,1,True,data\raw\images\IMG000142.jpeg,True,data\raw\Annotations\IMG000142.json,629,823
IMG000143.jpeg,1,True,data\raw\images\IMG000143.jpeg,True,data\raw\Annotations\IMG000143.json,528,820
IMG000144.jpeg,1,True,data\raw\images\IMG000144.jpeg,True,data\raw\Annotations\IMG000144.json,818,814
IMG000145.jpeg,1,True,data\raw\images\IMG000145.jpeg,True,data\raw\Annotations\IMG000145.json,1115,807
IMG000146.jpeg,1,True,data\raw\images\IMG000146.jpeg,True,data\raw\Annotations\IMG000146.json,488,822
IMG000147.jpeg,1,True,data\raw\images\IMG000147.jpeg,True,data\raw\Annotations\IMG000147.json,525,818
IMG000148.jpeg,1,True,data\raw\images\IMG000148.jpeg,True,data\raw\Annotations\IMG000148.json,457,804
IMG000149.jpeg,1,True,data\raw\images\IMG000149.jpeg,True,data\raw\Annotations\IMG000149.json,1478,699
IMG000150.jpeg,1,True,data\raw\images\IMG000150.jpeg,True,data\raw\Annotations\IMG000150.json,430,807
IMG000151.jpeg,1,True,data\raw\images\IMG000151.jpeg,True,data\raw\Annotations\IMG000151.json,941,810
IMG000152.jpeg,1,True,data\raw\images\IMG000152.jpeg,True,data\raw\Annotations\IMG000152.json,922,811
IMG000153.jpeg,1,True,data\raw\images\IMG000153.jpeg,True,data\raw\Annotations\IMG000153.json,590,779
IMG000154.jpeg,1,True,data\raw\images\IMG000154.jpeg,True,data\raw\Annotations\IMG000154.json,579,808
IMG000155.jpeg,1,True,data\raw\images\IMG000155.jpeg,True,data\raw\Annotations\IMG000155.json,552,818
IMG000156.jpeg,1,True,data\raw\images\IMG000156.jpeg,True,data\raw\Annotations\IMG000156.json,511,822
IMG000157.jpeg,1,True,data\raw\images\IMG000157.jpeg,True,data\raw\Annotations\IMG000157.json,535,818
IMG000158.jpeg,1,True,data\raw\images\IMG000158.jpeg,True,data\raw\Annotations\IMG000158.json,454,814
IMG000159.jpeg,1,True,data\raw\images\IMG000159.jpeg,True,data\raw\Annotations\IMG000159.json,553,812
IMG000160.jpeg,1,True,data\raw\images\IMG000160.jpeg,True,data\raw\Annotations\IMG000160.json,600,816
IMG000161.jpeg,1,True,data\raw\images\IMG000161.jpeg,True,data\raw\Annotations\IMG000161.json,1011,816
IMG000162.jpeg,1,True,data\raw\images\IMG000162.jpeg,True,data\raw\Annotations\IMG000162.json,497,795
IMG000163.jpeg,1,True,data\raw\images\IMG000163.jpeg,True,data\raw\Annotations\IMG000163.json,526,795
IMG000164.jpeg,1,True,data\raw\images\IMG000164.jpeg,True,data\raw\Annotations\IMG000164.json,487,817
IMG000165.jpeg,1,True,data\raw\images\IMG000165.jpeg,True,data\raw\Annotations\IMG000165.json,530,817
IMG000166.jpeg,1,True,data\raw\images\IMG000166.jpeg,True,data\raw\Annotations\IMG000166.json,454,819
IMG000167.jpeg,1,True,data\raw\images\IMG000167.jpeg,True,data\raw\Annotations\IMG000167.json,560,815
IMG000168.jpeg,1,True,data\raw\images\IMG000168.jpeg,True,data\raw\Annotations\IMG000168.json,569,820
IMG000169.jpeg,1,True,data\raw\images\IMG000169.jpeg,True,data\raw\Annotations\IMG000169.json,570,822
IMG000170.jpeg,1,True,data\raw\images\IMG000170.jpeg,True,data\raw\Annotations\IMG000170.json,502,822
IMG000171.jpeg,1,True,data\raw\images\IMG000171.jpeg,True,data\raw\Annotations\IMG000171.json,540,815
IMG000172.jpeg,1,True,data\raw\images\IMG000172.jpeg,True,data\raw\Annotations\IMG000172.json,512,460
IMG000173.jpeg,1,True,data\raw\images\IMG000173.jpeg,True,data\raw\Annotations\IMG000173.json,575,818
IMG000174.jpeg,1,True,data\raw\images\IMG000174.jpeg,True,data\raw\Annotations\IMG000174.json,936,739
IMG000175.jpeg,1,True,data\raw\images\IMG000175.jpeg,True,data\raw\Annotations\IMG000175.json,347,818
IMG000176.jpeg,1,True,data\raw\images\IMG000176.jpeg,True,data\raw\Annotations\IMG000176.json,318,809
IMG000177.jpeg,1,True,data\raw\images\IMG000177.jpeg,True,data\raw\Annotations\IMG000177.json,473,654
IMG000178.jpeg,1,True,data\raw\images\IMG000178.jpeg,True,data\raw\Annotations\IMG000178.json,530,821
IMG000179.jpeg,1,True,data\raw\images\IMG000179.jpeg,True,data\raw\Annotations\IMG000179.json,764,815
IMG000180.jpeg,1,True,data\raw\images\IMG000180.jpeg,True,data\raw\Annotations\IMG000180.json,539,769
IMG000181.jpeg,1,True,data\raw\images\IMG000181.jpeg,True,data\raw\Annotations\IMG000181.json,622,771
IMG000182.jpeg,1,True,data\raw\images\IMG000182.jpeg,True,data\raw\Annotations\IMG000182.json,495,722
IMG000183.jpeg,1,True,data\raw\images\IMG000183.jpeg,True,data\raw\Annotations\IMG000183.json,483,726
IMG000184.jpeg,1,True,data\raw\images\IMG000184.jpeg,True,data\raw\Annotations\IMG000184.json,533,733
IMG000185.jpeg,1,True,data\raw\images\IMG000185.jpeg,True,data\raw\Annotations\IMG000185.json,662,772
IMG000186.jpeg,1,True,data\raw\images\IMG000186.jpeg,True,data\raw\Annotations\IMG000186.json,622,768
IMG000187.jpeg,1,True,data\raw\images\IMG000187.jpeg,True,data\raw\Annotations\IMG000187.json,661,767
IMG000188.jpeg,1,True,data\raw\images\IMG000188.jpeg,True,data\raw\Annotations\IMG000188.json,663,772
IMG000189.jpeg,1,True,data\raw\images\IMG000189.jpeg,True,data\raw\Annotations\IMG000189.json,726,763
IMG000190.jpeg,1,True,data\raw\images\IMG000190.jpeg,True,data\raw\Annotations\IMG000190.json,790,641
IMG000191.jpeg,1,True,data\raw\images\IMG000191.jpeg,True,data\raw\Annotations\IMG000191.json,462,765
IMG000192.jpeg,1,True,data\raw\images\IMG000192.jpeg,True,data\raw\Annotations\IMG000192.json,423,766
IMG000193.jpeg,1,True,data\raw\images\IMG000193.jpeg,True,data\raw\Annotations\IMG000193.json,385,767
IMG000194.jpeg,1,True,data\raw\images\IMG000194.jpeg,True,data\raw\Annotations\IMG000194.json,529,772
IMG000195.jpeg,1,True,data\raw\images\IMG000195.jpeg,True,data\raw\Annotations\IMG000195.json,542,773
IMG000196.jpeg,1,True,data\raw\images\IMG000196.jpeg,True,data\raw\Annotations\IMG000196.json,558,772
IMG000197.jpeg,1,True,data\raw\images\IMG000197.jpeg,True,data\raw\Annotations\IMG000197.json,867,771
IMG000198.jpeg,1,True,data\raw\images\IMG000198.jpeg,True,data\raw\Annotations\IMG000198.json,567,765
IMG000199.jpeg,1,True,data\raw\images\IMG000199.jpeg,True,data\raw\Annotations\IMG000199.json,566,771
IMG000200.jpeg,1,True,data\raw\images\IMG000200.jpeg,True,data\raw\Annotations\IMG000200.json,522,767
IMG000201.jpeg,1,True,data\raw\images\IMG000201.jpeg,True,data\raw\Annotations\IMG000201.json,605,767
IMG000202.jpeg,1,True,data\raw\images\IMG000202.jpeg,True,data\raw\Annotations\IMG000202.json,861,771
IMG000203.jpeg,1,True,data\raw\images\IMG000203.jpeg,True,data\raw\Annotations\IMG000203.json,623,774
IMG000204.jpeg,1,True,data\raw\images\IMG000204.jpeg,True,data\raw\Annotations\IMG000204.json,570,766
IMG000205.jpeg,1,True,data\raw\images\IMG000205.jpeg,True,data\raw\Annotations\IMG000205.json,584,769
IMG000206.jpeg,1,True,data\raw\images\IMG000206.jpeg,True,data\raw\Annotations\IMG000206.json,633,814
IMG000207.jpeg,1,True,data\raw\images\IMG000207.jpeg,True,data\raw\Annotations\IMG000207.json,608,794
IMG000208.jpeg,1,True,data\raw\images\IMG000208.jpeg,True,data\raw\Annotations\IMG000208.json,1610,2301
IMG000209.jpeg,1,True,data\raw\images\IMG000209.jpeg,True,data\raw\Annotations\IMG000209.json,1610,2301
IMG000210.jpeg,1,True,data\raw\images\IMG000210.jpeg,True,data\raw\Annotations\IMG000210.json,1344,1746
IMG000211.jpeg,1,True,data\raw\images\IMG000211.jpeg,True,data\raw\Annotations\IMG000211.json,1344,1746
IMG000212.jpeg,1,True,data\raw\images\IMG000212.jpeg,True,data\raw\Annotations\IMG000212.json,2966,2966
IMG000213.jpeg,1,True,data\raw\images\IMG000213.jpeg,True,data\raw\Annotations\IMG000213.json,2986,2986
IMG000214.jpeg,1,True,data\raw\images\IMG000214.jpeg,True,data\raw\Annotations\IMG000214.json,1610,2301
IMG000215.jpeg,1,True,data\raw\images\IMG000215.jpeg,True,data\raw\Annotations\IMG000215.json,1502,2603
IMG000216.jpeg,1,True,data\raw\images\IMG000216.jpeg,True,data\raw\Annotations\IMG000216.json,1740,2603
IMG000217.jpeg,1,True,data\raw\images\IMG000217.jpeg,True,data\raw\Annotations\IMG000217.json,1402,2804
IMG000218.jpeg,1,True,data\raw\images\IMG000218.jpeg,True,data\raw\Annotations\IMG000218.json,1384,2795
IMG000219.jpeg,1,True,data\raw\images\IMG000219.jpeg,True,data\raw\Annotations\IMG000219.json,1440,2795
IMG000220.jpeg,1,True,data\raw\images\IMG000220.jpeg,True,data\raw\Annotations\IMG000220.json,1470,1885
IMG000221.jpeg,1,True,data\raw\images\IMG000221.jpeg,True,data\raw\Annotations\IMG000221.json,1470,1885
IMG000222.jpeg,1,True,data\raw\images\IMG000222.jpeg,True,data\raw\Annotations\IMG000222.json,1773,2321
IMG000223.jpeg,1,True,data\raw\images\IMG000223.jpeg,True,data\raw\Annotations\IMG000223.json,2829,2829
IMG000224.jpeg,1,True,data\raw\images\IMG000224.jpeg,True,data\raw\Annotations\IMG000224.json,2002,2392
IMG000225.jpeg,1,True,data\raw\images\IMG000225.jpeg,True,data\raw\Annotations\IMG000225.json,2021,1185
IMG000226.jpeg,1,True,data\raw\images\IMG000226.jpeg,True,data\raw\Annotations\IMG000226.json,1608,2943
IMG000227.jpeg,1,True,data\raw\images\IMG000227.jpeg,True,data\raw\Annotations\IMG000227.json,1608,2943
IMG000228.jpeg,1,True,data\raw\images\IMG000228.jpeg,True,data\raw\Annotations\IMG000228.json,2010,2705
IMG000229.jpeg,1,True,data\raw\images\IMG000229.jpeg,True,data\raw\Annotations\IMG000229.json,2021,1208
IMG000230.jpeg,1,True,data\raw\images\IMG000230.jpeg,True,data\raw\Annotations\IMG000230.json,2228,2943
IMG000231.jpeg,1,True,data\raw\images\IMG000231.jpeg,True,data\raw\Annotations\IMG000231.json,1660,2895
IMG000232.jpeg,1,True,data\raw\images\IMG000232.jpeg,True,data\raw\Annotations\IMG000232.json,1606,2303
IMG000233.jpeg,1,True,data\raw\images\IMG000233.jpeg,True,data\raw\Annotations\IMG000233.json,1542,2031
IMG000234.jpeg,1,True,data\raw\images\IMG000234.jpeg,True,data\raw\Annotations\IMG000234.json,2544,3056
IMG000235.jpeg,1,True,data\raw\images\IMG000235.jpeg,True,data\raw\Annotations\IMG000235.json,2544,3056
IMG000236.jpeg,1,True,data\raw\images\IMG000236.jpeg,True,data\raw\Annotations\IMG000236.json,1560,2484
IMG000237.jpeg,1,True,data\raw\images\IMG000237.jpeg,True,data\raw\Annotations\IMG000237.json,1417,2569
IMG000238.jpeg,1,True,data\raw\images\IMG000238.jpeg,True,data\raw\Annotations\IMG000238.json,2544,3056
IMG000239.jpeg,1,True,data\raw\images\IMG000239.jpeg,True,data\raw\Annotations\IMG000239.json,2544,3056
IMG000240.jpeg,1,True,data\raw\images\IMG000240.jpeg,True,data\raw\Annotations\IMG000240.json,2544,3056
IMG000241.jpeg,1,True,data\raw\images\IMG000241.jpeg,True,data\raw\Annotations\IMG000241.json,2544,3056
IMG000242.jpeg,1,True,data\raw\images\IMG000242.jpeg,True,data\raw\Annotations\IMG000242.json,2544,3056
